,NoDefaultNextMonth (label),isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments
28024,1,0,0,2.0,1,5380,310,0,0,0,5330,310,1,1,0
28025,1,0,1,2.0,3,1380,80,0,0,3,1380,60,1,1,0
28026,1,0,0,2.0,3,360,180,3,6,0,250,180,1,1,0
28027,1,0,1,2.0,2,3520,310,0,0,0,3520,310,1,1,0
28028,1,0,1,2.0,2,2160,320,0,0,1,1720,150,2,3,1
28029,1,0,1,3.0,3,1430,50,0,3,0,1430,50,1,1,0
28030,0,0,1,3.0,2,320,260,2,6,0,320,10,2,3,1
28031,1,0,1,2.0,2,10,10,1,6,0,0,0,2,2,1
28032,0,0,1,3.0,3,920,170,1,3,0,880,120,1,1,0
28033,1,0,0,2.0,2,1560,90,0,0,4,1560,60,1,1,0
28034,1,0,1,3.0,4,9470,610,1,3,0,9470,310,1,1,0
28035,1,0,1,2.0,4,1400,920,2,5,0,260,90,1,1,0
28036,1,0,0,2.0,3,4980,200,0,0,4,4980,180,1,1,0
28037,1,0,1,3.0,2,980,110,0,0,0,880,110,2,3,1
28038,1,0,0,2.0,3,1130,730,1,0,0,330,40,2,5,1
28039,1,0,1,2.0,3,4230,110,0,0,2,4230,110,1,1,0
28040,1,0,1,3.0,3,460,480,3,6,0,180,130,1,1,0
28041,1,0,1,3.0,2,2480,120,0,0,6,2190,110,1,1,0
28042,1,0,1,2.0,3,1950,150,1,2,0,1850,150,1,1,0
28043,1,0,1,2.0,2,1810,150,0,0,6,1720,0,3,6,1
28044,1,0,1,2.0,4,140,140,3,6,0,20,20,1,1,0
28045,1,0,0,3.0,4,1170,1170,3,6,0,70,40,1,1,0
28046,1,0,1,3.0,4,0,0,0,6,0,0,0,2,2,1
28047,1,0,1,3.0,3,300,120,1,2,0,300,30,1,1,0
28048,0,0,0,2.0,4,390,400,3,6,0,30,400,2,3,1
28049,1,0,0,2.0,3,3180,120,0,2,0,3160,120,1,1,0
28050,0,0,0,2.0,4,180,30,0,6,0,150,30,1,1,0
28051,1,0,0,2.0,4,17930,1070,0,0,2,11920,800,2,3,1
28052,1,0,0,2.0,3,0,0,0,6,0,0,0,2,2,1
28053,1,0,0,2.0,3,630,40,0,0,4,630,0,2,4,1
28054,1,0,0,2.0,4,3570,350,0,0,0,3570,150,1,1,0
28055,1,0,1,2.0,2,280,280,3,6,0,110,280,1,1,0
28056,1,0,0,2.0,3,60,60,1,6,0,40,40,1,1,0
28057,1,0,0,2.0,3,700,50,0,6,0,700,40,1,1,0
28058,1,0,0,2.0,3,3080,3080,1,5,0,1340,510,1,1,0
28059,1,0,1,2.0,4,2500,1640,0,0,5,2250,310,1,1,0
28060,1,0,0,2.0,2,400,70,2,6,0,400,30,1,1,0
28061,1,0,0,2.0,3,2660,100,0,0,1,2660,100,1,1,0
28062,1,0,0,2.0,4,380,180,1,6,0,380,60,1,1,0
28063,1,0,0,2.0,4,0,0,0,6,0,0,0,2,2,1
28064,1,0,0,2.0,3,1100,240,0,6,0,890,240,2,3,1
28065,0,0,0,2.0,4,550,50,0,2,0,430,50,2,3,1
28066,1,0,1,2.0,3,1840,610,0,6,0,1480,60,1,1,0
28067,1,0,0,2.0,3,2140,2150,2,5,0,340,430,1,1,0
28068,1,0,0,2.0,4,1240,210,1,3,0,1240,160,1,1,0
28069,1,0,0,2.0,4,2380,310,0,3,0,2380,80,1,1,0
28070,1,0,0,2.0,4,3790,370,0,0,0,3790,310,1,1,0
28071,0,0,0,2.0,3,4170,580,0,0,1,4040,180,2,3,1
28072,1,0,0,2.0,4,1450,80,0,0,6,1280,60,2,12,1
28073,1,0,0,2.0,3,480,480,2,6,0,150,150,1,1,0
28074,1,0,0,2.0,4,1940,90,0,2,0,1790,90,1,1,0
28075,1,0,1,2.0,3,340,240,1,6,0,0,240,2,2,1
28076,1,0,0,2.0,3,7400,240,0,0,1,7400,240,1,1,0
28077,1,0,0,2.0,4,120,120,2,6,0,0,20,1,1,0
28078,1,0,1,2.0,4,3990,3050,4,5,0,120,240,1,1,0
28079,0,0,1,3.0,2,1120,90,0,0,6,1090,60,2,6,1
28080,1,0,1,3.0,3,1280,60,0,3,2,1220,60,1,1,0
28081,1,0,1,2.0,3,10,100,4,6,0,0,0,1,1,0
28082,1,0,1,3.0,2,1140,1140,1,4,0,610,40,1,1,0
28083,1,0,1,2.0,4,220,80,0,6,0,220,80,1,1,0
28084,1,0,1,2.0,4,20,20,1,6,0,10,10,1,1,0
28085,1,0,1,3.0,2,1010,80,1,5,0,1010,60,1,1,0
28086,1,0,1,2.0,3,3660,140,0,0,2,3660,140,1,1,0
28087,1,0,1,3.0,4,3820,1530,0,0,0,3710,920,1,1,0
28088,1,0,0,2.0,3,1360,280,0,2,0,1180,130,2,7,1
28089,1,0,1,3.0,3,420,40,0,0,0,370,40,1,1,0
28090,1,0,1,3.0,3,1080,220,0,0,0,760,110,1,1,0
28091,1,0,1,3.0,3,360,560,1,6,0,200,200,1,1,0
28092,1,0,1,3.0,3,1930,210,0,1,0,1930,210,1,1,0
28093,1,0,1,3.0,3,610,610,3,6,0,490,280,1,1,0
28094,1,0,1,2.0,2,720,0,0,5,0,720,0,1,1,0
28095,1,0,0,2.0,3,6960,9470,4,4,0,0,0,1,1,0
28096,1,0,0,2.0,3,3790,310,0,0,0,3700,150,1,1,0
28097,1,0,1,2.0,3,1460,310,0,0,2,1460,90,2,3,1
28098,0,0,1,3.0,4,3600,370,0,0,0,3310,0,2,9,1
28099,0,0,0,2.0,3,2080,100,0,0,3,2080,100,1,1,0
28100,1,0,1,3.0,2,330,330,4,3,0,40,210,1,1,0
28101,1,0,1,3.0,2,1030,140,0,0,0,1030,140,2,3,1
28102,1,0,1,3.0,2,3520,3630,3,4,0,0,40,1,1,0
28103,0,0,1,2.0,3,40,30,2,6,0,40,20,2,9,1
28104,0,0,1,2.0,3,0,0,0,6,0,0,0,1,1,0
28105,1,0,1,2.0,3,3390,130,0,0,0,3100,90,2,4,1
28106,1,0,0,3.0,4,0,0,0,6,0,0,0,2,2,1
28107,1,0,1,2.0,3,710,730,1,1,3,540,30,1,1,0
28108,1,0,1,3.0,3,270,270,3,6,0,0,30,2,2,1
28109,0,0,1,3.0,4,0,0,0,6,0,0,0,1,1,0
28110,1,0,1,2.0,2,10,10,1,6,0,0,0,1,1,0
28111,1,0,1,2.0,3,200,200,1,6,0,170,30,1,1,0
28112,1,0,1,2.0,3,1060,1080,5,6,0,520,1080,1,1,0
28113,1,0,1,3.0,3,250,250,3,6,0,0,0,2,3,1
28114,1,0,0,3.0,2,920,1900,1,6,0,920,30,1,1,0
28115,1,0,0,2.0,3,3880,350,0,0,0,3880,150,2,3,1
28116,1,0,1,2.0,2,1620,220,0,0,0,1490,50,1,1,0
28117,1,0,1,2.0,2,520,520,3,6,0,0,520,2,2,1
28118,1,0,0,2.0,3,770,1740,1,5,0,770,40,1,1,0
28119,1,0,1,2.0,3,1800,90,0,0,0,1450,90,1,1,0
28120,0,0,1,2.0,3,60,60,1,6,0,0,60,2,2,1
28121,1,0,1,3.0,2,3340,110,0,0,2,3340,110,1,1,0
28122,0,0,0,2.0,3,80,80,2,6,0,10,80,1,1,0
28123,1,0,1,2.0,3,7440,580,0,0,6,7120,270,1,1,0
28124,1,0,1,2.0,4,50,50,1,6,0,50,0,2,2,1
28125,0,0,0,2.0,4,3060,150,0,0,6,2800,140,2,13,1
28126,1,0,0,3.0,3,40,40,3,6,0,20,40,1,1,0
28127,1,0,0,3.0,3,320,60,4,6,0,320,0,1,1,0
28128,1,0,1,3.0,2,510,40,0,0,0,400,40,1,1,0
28129,1,0,1,2.0,2,190,70,0,6,0,190,70,1,1,0
28130,1,0,1,3.0,2,640,90,0,0,3,570,90,2,9,1
28131,1,0,0,2.0,3,330,330,1,6,0,0,0,2,2,1
28132,0,0,1,3.0,3,710,70,0,0,0,710,60,2,8,1
28133,1,0,1,2.0,3,750,50,0,2,0,630,50,1,1,0
28134,0,0,0,2.0,2,620,80,0,0,6,490,40,2,3,1
28135,1,0,1,2.0,2,680,90,0,0,0,480,90,3,5,1
28136,0,0,1,3.0,2,1530,70,0,0,6,1420,60,2,3,1
28137,1,0,0,2.0,4,40,30,2,6,0,10,10,1,1,0
28138,1,0,1,2.0,3,610,1220,2,5,0,610,50,1,1,0
28139,1,0,0,2.0,4,40,40,1,6,0,0,0,1,1,0
28140,1,0,1,2.0,3,9230,350,0,0,6,8980,340,1,1,0
28141,1,0,1,2.0,3,1420,120,0,6,0,1420,50,1,1,0
28142,1,0,0,2.0,2,180,180,2,6,0,50,180,1,1,0
28143,1,0,0,2.0,3,1030,840,2,6,0,260,90,1,1,0
28144,1,0,0,2.0,4,610,370,2,6,0,70,320,1,1,0
28145,1,0,1,2.0,3,610,70,0,0,6,540,50,2,6,1
28146,1,0,1,2.0,3,3120,140,0,0,0,3000,140,1,1,0
28147,0,0,1,2.0,3,3560,390,0,0,0,3060,390,2,13,1
28148,1,0,1,2.0,3,230,130,2,6,0,230,70,1,1,0
28149,1,0,1,2.0,3,1810,1620,3,4,0,40,0,1,1,0
28150,1,0,1,2.0,3,5370,1380,0,0,0,5370,200,1,1,0
28151,1,0,0,2.0,4,2380,190,0,0,0,2380,60,1,1,0
28152,1,0,0,3.0,3,3670,150,0,0,0,3670,130,1,1,0
28153,1,0,1,3.0,2,12490,4270,0,0,1,6690,2140,1,1,0
28154,1,0,1,3.0,4,5910,230,0,0,6,5880,220,1,1,0
28155,1,0,0,2.0,3,160,140,2,6,0,160,110,1,1,0
28156,1,0,0,2.0,4,2030,860,2,5,0,2030,280,1,1,0
28157,0,0,0,2.0,3,870,80,0,0,6,750,50,1,1,0
28158,1,0,0,2.0,4,1020,5170,4,4,0,740,820,1,1,0
28159,0,0,0,2.0,3,6340,550,0,0,6,5790,550,2,5,1
28160,1,0,0,2.0,3,1220,630,1,4,0,1220,60,1,1,0
28161,1,0,1,2.0,2,1540,70,0,0,6,1480,60,1,1,0
28162,1,0,0,1.0,3,590,40,0,4,0,590,40,1,1,0
28163,1,0,1,3.0,3,440,150,0,1,0,290,150,2,8,1
28164,0,0,1,2.0,2,3120,270,0,0,6,2840,270,2,9,1
28165,1,0,0,2.0,3,880,740,2,6,0,220,740,1,1,0
28166,1,0,1,2.0,4,4100,460,0,0,5,4060,240,1,1,0
28167,1,0,0,2.0,4,870,50,0,0,0,870,50,1,1,0
28168,1,0,0,2.0,3,4150,120,0,0,1,4150,110,1,1,0
28169,1,0,1,2.0,3,1030,1030,3,5,0,110,0,2,3,1
28170,1,0,0,2.0,3,720,310,0,6,0,360,150,1,1,0
28171,1,0,1,2.0,3,2350,100,0,0,6,2180,80,1,1,0
28172,0,0,1,2.0,2,40,40,1,6,0,20,20,2,3,1
28173,1,0,1,3.0,3,1480,70,0,2,4,1480,60,1,1,0
28174,0,0,1,3.0,4,2720,130,0,0,0,2460,130,2,13,1
28175,0,0,1,3.0,2,520,70,0,0,0,400,60,2,16,1
28176,0,0,1,2.0,3,950,150,0,2,0,650,0,2,8,1
28177,0,0,1,2.0,3,1930,1860,1,0,3,1930,30,2,5,1
28178,1,0,0,2.0,2,2480,310,0,0,0,2030,70,1,1,0
28179,1,0,1,2.0,4,230,230,2,6,0,0,0,2,2,1
28180,1,0,0,2.0,3,4190,610,0,0,4,3150,180,3,9,1
28181,1,0,1,2.0,4,210,210,2,6,0,120,120,1,1,0
28182,1,0,1,2.0,3,790,790,2,6,0,270,30,1,1,0
28183,1,0,0,2.0,2,4000,3660,1,3,0,180,3660,2,2,1
28184,1,0,0,2.0,4,270,90,0,6,0,120,30,1,1,0
28185,1,0,1,2.0,4,2060,160,0,0,0,2060,80,2,3,1
28186,1,0,1,2.0,3,3640,400,0,0,6,3530,170,1,1,0
28187,1,0,1,2.0,3,2950,1530,0,0,0,2950,930,1,1,0
28188,1,0,0,2.0,3,810,490,1,1,0,770,60,1,1,0
28189,0,0,1,3.0,2,460,50,0,6,0,390,0,3,7,1
28190,1,0,0,2.0,4,600,590,2,6,0,310,260,1,1,0
28191,1,0,0,2.0,3,1310,30,0,5,0,1310,30,1,1,0
28192,1,0,0,2.0,4,3020,130,0,0,0,2940,120,1,1,0
28193,1,0,0,2.0,3,80,80,2,6,0,0,80,1,1,0
28194,0,0,0,2.0,4,70,70,2,6,0,30,30,2,3,1
28195,1,0,0,2.0,2,160,30,0,6,0,160,0,2,4,1
28196,1,0,1,3.0,3,1780,90,0,0,3,1750,80,2,6,1
28197,1,0,1,2.0,3,1710,1630,2,6,0,1710,1630,1,1,0
28198,1,0,1,3.0,2,860,150,0,0,3,860,0,2,4,1
28199,1,0,1,3.0,3,920,920,2,6,0,40,300,1,1,0
28200,1,0,1,2.0,4,220,340,3,6,0,220,40,1,1,0
28201,0,0,1,2.0,4,90,90,3,6,0,60,90,1,1,0
28202,0,0,0,3.0,4,520,340,3,6,0,60,320,2,3,1
28203,1,0,0,2.0,3,3760,460,0,6,0,3660,310,1,1,0
28204,1,0,1,2.0,3,1580,1030,1,4,0,150,20,1,1,0
28205,1,0,0,2.0,2,850,60,0,0,6,850,40,1,1,0
28206,1,0,1,2.0,4,490,480,2,6,0,490,110,1,1,0
28207,1,0,1,3.0,4,1430,1450,3,6,0,680,0,2,3,1
28208,1,0,0,3.0,4,4080,190,0,0,0,3730,140,1,1,0
28209,1,0,1,3.0,2,550,80,0,0,3,290,70,1,1,0
28210,1,0,1,3.0,2,740,130,1,6,0,640,130,1,1,0
28211,1,0,1,2.0,4,90,90,2,6,0,10,70,1,1,0
28212,1,0,0,2.0,4,500,500,3,5,0,0,0,2,2,1
28213,1,0,0,2.0,3,2950,290,1,3,1,2950,110,1,1,0
28214,1,0,0,2.0,3,970,120,0,0,0,930,120,2,3,1
28215,1,0,0,2.0,1,290,290,3,6,0,160,10,1,1,0
28216,1,0,0,2.0,4,400,180,3,6,0,0,90,2,2,1
28217,0,0,1,2.0,3,50,50,0,6,0,50,50,1,1,0
28218,1,0,1,2.0,3,2220,100,0,0,0,2100,100,2,10,1
28219,1,0,1,3.0,3,1540,310,0,0,3,1540,60,1,1,0
28220,1,0,1,3.0,4,6000,610,1,5,0,6000,310,1,1,0
28221,1,0,0,2.0,4,0,0,0,6,0,0,0,2,2,1
28222,1,0,1,2.0,3,230,230,3,6,0,40,150,1,1,0
28223,1,0,0,2.0,4,290,90,0,0,1,230,90,2,7,1
28224,1,0,1,2.0,4,510,440,2,6,0,160,30,1,1,0
28225,1,0,1,2.0,2,880,830,2,0,3,880,830,1,1,0
28226,1,0,1,2.0,2,0,0,0,6,0,0,0,1,1,0
28227,1,0,1,2.0,3,2430,140,0,0,0,2430,0,2,8,1
28228,1,0,0,2.0,4,580,440,2,6,0,580,150,1,1,0
28229,1,0,1,2.0,4,0,0,0,6,0,0,0,2,2,1
28230,1,0,1,2.0,4,10,10,1,6,0,10,0,2,3,1
28231,1,0,1,2.0,2,1000,820,3,6,0,180,250,1,1,0
28232,0,0,1,2.0,2,1510,150,0,0,0,1320,150,2,7,1
28233,0,0,1,3.0,4,80,0,0,6,0,80,0,2,5,1
28234,1,0,1,3.0,3,1800,80,0,0,6,1800,80,1,1,0
28235,1,0,1,3.0,4,240,240,3,6,0,240,50,1,1,0
28236,1,0,1,3.0,3,70,70,1,6,0,10,70,1,1,0
28237,1,0,1,3.0,2,8080,370,0,0,4,8080,310,1,1,0
28238,1,0,0,3.0,3,170,170,1,6,0,30,30,1,1,0
28239,0,0,1,3.0,2,1460,160,0,0,0,1340,50,2,16,1
28240,1,0,1,2.0,4,5720,370,0,0,4,5250,310,2,6,1
28241,1,0,1,2.0,4,10,10,0,6,0,10,10,1,1,0
28242,1,0,0,3.0,2,3100,150,1,3,0,3020,150,1,1,0
28243,1,0,1,3.0,3,1740,1670,2,3,0,210,30,1,1,0
28244,0,0,1,3.0,2,520,370,0,0,0,480,370,3,5,1
28245,1,0,1,3.0,3,1460,60,0,0,5,700,50,1,1,0
28246,1,0,1,3.0,3,60,60,2,6,0,20,0,1,1,0
28247,1,0,1,3.0,3,0,0,0,6,0,0,0,1,1,0
28248,1,0,1,2.0,3,2960,550,0,0,0,2580,550,2,3,1
28249,1,0,1,3.0,2,1060,120,0,2,0,1060,120,1,1,0
28250,1,0,1,2.0,2,60,60,2,6,0,40,40,1,1,0
28251,1,0,0,3.0,2,1470,60,0,0,1,1470,0,2,5,1
28252,1,0,0,2.0,2,20,20,2,6,0,0,0,2,2,1
28253,1,0,1,3.0,4,300,300,2,6,0,0,300,2,2,1
28254,1,0,0,2.0,4,700,710,3,6,0,30,30,1,1,0
28255,1,0,1,2.0,2,2790,240,0,0,4,2790,90,1,1,0
28256,1,0,1,3.0,3,390,40,0,1,0,280,40,1,1,0
28257,1,0,0,3.0,3,2990,110,0,0,3,2990,110,1,1,0
28258,1,0,0,3.0,1,440,280,1,6,0,440,60,1,1,0
28259,1,0,1,3.0,2,1460,130,0,3,1,1460,130,1,1,0
28260,1,0,1,3.0,3,230,230,3,6,0,170,60,1,1,0
28261,0,0,1,3.0,3,1040,90,0,0,0,980,60,1,1,0
28262,1,0,1,3.0,2,1290,80,2,5,0,1290,60,1,1,0
28263,1,0,1,2.0,4,2510,210,0,0,0,2340,210,2,5,1
28264,0,0,0,2.0,3,18000,8790,1,0,5,18000,90,2,19,1
28265,1,0,1,2.0,4,750,750,3,6,0,0,0,1,1,0
28266,1,0,0,2.0,3,540,310,1,4,0,480,70,1,1,0
28267,1,0,0,2.0,4,60,30,3,6,0,60,10,1,1,0
28268,1,0,0,2.0,4,2440,120,0,0,6,2140,120,1,1,0
28269,1,0,1,2.0,3,13710,13530,0,0,6,12380,610,1,1,0
28270,1,0,1,2.0,3,1100,1020,1,6,0,280,60,1,1,0
28271,1,0,1,3.0,3,250,250,4,6,0,30,250,1,1,0
28272,1,0,1,3.0,2,2170,90,0,0,0,2140,80,1,1,0
28273,0,0,1,2.0,3,1520,80,0,0,1,1520,50,3,9,1
28274,1,0,1,2.0,4,210,190,2,6,0,210,150,1,1,0
28275,0,0,1,2.0,2,3160,260,0,0,6,2870,170,2,13,1
28276,1,0,1,2.0,3,490,90,0,6,0,410,40,2,3,1
28277,0,0,0,3.0,4,360,360,2,6,0,260,60,2,10,1
28278,1,0,1,2.0,2,5620,130,0,1,4,2990,130,1,1,0
28279,1,0,0,2.0,4,3060,120,0,0,3,3060,110,1,1,0
28280,1,0,1,2.0,3,170,170,3,6,0,100,120,1,1,0
28281,0,0,1,2.0,3,280,110,0,6,0,170,40,2,12,1
28282,1,0,1,2.0,4,3340,150,0,2,0,3340,110,1,1,0
28283,1,0,0,2.0,4,6970,6870,2,2,0,0,20,2,2,1
28284,0,0,0,3.0,3,3310,170,0,0,6,3220,170,2,13,1
28285,1,0,0,2.0,3,2520,110,0,0,0,2300,90,1,1,0
28286,0,0,1,2.0,3,160,150,1,0,0,120,0,2,7,1
28287,1,0,1,3.0,2,10,20,1,6,0,10,10,1,1,0
28288,1,0,1,2.0,3,4310,150,0,0,3,4310,150,1,1,0
28289,1,0,1,3.0,2,310,310,3,6,0,190,60,1,1,0
28290,1,0,1,3.0,2,1110,0,0,5,0,1110,0,1,1,0
28291,1,0,1,2.0,3,70,30,1,6,0,70,10,1,1,0
28292,1,0,0,3.0,2,2460,100,0,0,4,2460,100,1,1,0
28293,1,0,0,2.0,4,2230,1530,0,2,0,1870,710,1,1,0
28294,1,0,0,2.0,2,1350,1330,3,4,0,560,0,2,9,1
28295,0,0,1,3.0,2,1480,30,0,4,1,1480,30,1,1,0
28296,1,0,0,2.0,3,5610,220,0,0,4,5480,220,1,1,0
28297,1,0,1,3.0,2,1790,90,2,3,3,1780,70,2,3,1
28298,1,0,0,2.0,4,7750,310,0,0,0,7750,310,1,1,0
28299,1,0,1,2.0,4,460,690,4,6,0,90,180,1,1,0
28300,1,0,0,3.0,2,1810,80,0,0,3,1720,70,1,1,0
28301,1,0,0,3.0,3,1600,40,0,1,4,1600,0,2,7,1
28302,0,0,0,3.0,2,1360,110,0,0,6,1250,60,2,13,1
28303,0,0,0,2.0,3,0,0,0,6,0,0,0,2,2,1
28304,1,0,1,2.0,3,390,60,0,4,0,320,0,3,6,1
28305,0,0,0,2.0,4,90,100,4,6,0,0,60,1,1,0
28306,0,0,1,2.0,4,50,50,2,6,0,0,0,1,1,0
28307,1,0,1,3.0,4,170,220,4,6,0,50,110,1,1,0
28308,1,0,1,2.0,3,740,1920,4,6,0,0,10,1,1,0
28309,1,0,1,2.0,4,80,40,2,6,0,80,0,1,1,0
28310,0,0,1,3.0,2,10050,1070,0,0,4,9210,1070,2,7,1
28311,1,0,0,2.0,4,2790,130,0,2,0,2790,120,1,1,0
28312,1,0,0,2.0,3,400,100,0,0,0,270,50,2,3,1
28313,1,0,0,2.0,3,3920,210,0,0,0,3840,180,1,1,0
28314,1,0,0,2.0,4,1480,150,0,0,0,1260,60,1,1,0
28315,0,0,0,2.0,4,670,310,1,4,0,140,90,2,3,1
28316,1,0,0,2.0,4,1830,920,1,6,0,910,450,1,1,0
28317,1,0,0,2.0,4,2690,150,0,6,0,2150,150,1,1,0
28318,1,0,0,2.0,3,20,20,2,6,0,20,0,1,1,0
28319,1,0,1,2.0,3,4150,140,0,0,0,4150,140,1,1,0
28320,1,0,0,2.0,4,240,70,1,6,0,240,40,1,1,0
28321,0,0,0,2.0,3,1430,150,0,0,3,1430,70,1,1,0
28322,1,0,0,2.0,4,1600,90,0,0,0,1600,70,1,1,0
28323,0,0,0,2.0,4,7110,980,0,0,6,6490,270,2,13,1
28324,1,0,0,2.0,4,120,120,4,6,0,30,30,1,1,0
28325,0,0,0,2.0,3,3100,240,0,0,6,3100,120,1,1,0
28326,1,0,0,2.0,3,5220,150,0,4,0,5220,150,1,1,0
28327,1,0,1,2.0,3,520,550,2,6,0,120,0,2,3,1
28328,1,0,1,2.0,3,140,100,1,6,0,140,0,1,1,0
28329,1,0,1,2.0,3,770,720,2,6,0,0,10,3,4,1
28330,1,0,1,2.0,3,1760,310,0,0,1,1760,90,1,1,0
28331,1,0,1,2.0,4,3910,2610,1,4,0,1540,2610,1,1,0
28332,1,0,0,2.0,2,1810,180,0,0,4,1810,60,1,1,0
28333,0,0,0,2.0,3,230,230,2,6,0,0,0,1,1,0
28334,1,0,0,2.0,2,2290,90,0,0,0,2290,90,1,1,0
28335,1,0,0,2.0,4,4940,1830,0,1,0,4940,180,1,1,0
28336,1,0,1,2.0,3,80,80,3,6,0,20,70,2,3,1
28337,1,0,1,2.0,1,8590,2750,1,2,2,7720,760,1,1,0
28338,1,0,1,2.0,4,330,850,4,6,0,120,160,1,1,0
28339,1,0,1,3.0,3,0,0,0,6,0,0,0,2,2,1
28340,0,0,1,2.0,2,5350,1010,1,2,2,5350,210,2,3,1
28341,1,0,0,2.0,3,2590,120,0,0,0,2590,120,1,1,0
28342,1,0,1,2.0,4,1930,120,0,0,0,1780,90,2,8,1
28343,1,0,1,2.0,4,70,110,4,6,0,0,0,1,1,0
28344,1,0,1,3.0,2,110,110,2,6,0,50,20,1,1,0
28345,1,0,1,2.0,4,280,290,3,6,0,40,280,1,1,0
28346,1,0,0,3.0,3,90,90,1,6,0,50,0,1,1,0
28347,1,0,1,3.0,2,5180,5140,1,3,0,2250,70,1,1,0
28348,1,0,1,3.0,4,6200,310,0,0,0,6190,310,1,1,0
28349,1,0,1,3.0,2,350,350,1,6,0,240,50,1,1,0
28350,1,0,1,2.0,3,1000,60,0,0,0,1000,50,1,1,0
28351,0,0,0,3.0,4,1750,310,0,0,0,1270,240,2,10,1
28352,1,0,1,3.0,3,4060,190,0,0,0,4060,190,1,1,0
28353,1,0,0,2.0,4,490,490,5,6,0,10,80,1,1,0
28354,1,0,0,3.0,4,150,180,4,6,0,80,20,1,1,0
28355,1,0,0,3.0,3,5580,5630,2,5,0,3110,1920,1,1,0
28356,1,0,1,2.0,1,770,770,1,6,0,620,770,1,1,0
28357,1,0,1,3.0,4,10,10,0,6,0,10,10,1,1,0
28358,0,0,1,2.0,3,11210,9760,2,3,3,11210,390,1,1,0
28359,1,0,1,3.0,3,80,90,3,6,0,80,40,1,1,0
28360,1,0,1,3.0,3,3470,1710,0,0,0,2060,310,1,1,0
28361,1,0,1,3.0,3,3350,140,0,0,2,3280,140,1,1,0
28362,1,0,1,3.0,3,150,150,3,6,0,0,30,2,2,1
28363,1,0,1,3.0,4,310,310,4,6,0,240,290,1,1,0
28364,1,0,1,2.0,4,730,920,3,6,0,40,730,1,1,0
28365,0,0,1,3.0,3,1650,110,0,2,0,1650,80,2,3,1
28366,1,0,0,2.0,4,1190,610,2,2,0,1190,310,1,1,0
28367,1,0,0,2.0,3,650,50,0,0,6,650,40,1,1,0
28368,1,0,1,2.0,3,540,540,1,6,0,110,10,1,1,0
28369,1,0,1,2.0,2,4180,280,0,0,6,3800,150,2,3,1
28370,0,0,1,2.0,3,20,10,0,6,0,20,0,2,3,1
28371,1,0,0,2.0,4,250,250,4,6,0,170,230,1,1,0
28372,1,0,0,2.0,4,70,70,3,6,0,0,0,2,2,1
28373,1,0,1,2.0,2,30,30,1,6,0,0,0,1,1,0
28374,1,0,0,2.0,4,2230,310,0,6,0,1440,310,1,1,0
28375,1,0,1,2.0,3,1390,610,0,4,0,1290,60,1,1,0
28376,1,0,1,2.0,3,380,380,3,6,0,10,0,1,1,0
28377,1,0,0,2.0,4,90,90,1,6,0,0,0,1,1,0
28378,1,0,0,2.0,4,400,150,0,6,0,130,0,2,3,1
28379,1,0,0,2.0,4,880,40,0,2,0,880,40,1,1,0
28380,1,0,0,2.0,4,3000,2040,1,4,0,510,1910,1,1,0
28381,1,0,0,2.0,3,12220,12240,2,2,1,710,2150,1,1,0
28382,1,0,1,2.0,4,4110,340,0,0,3,3510,140,2,3,1
28383,0,0,1,2.0,3,140,140,1,6,0,0,0,2,2,1
28384,1,0,1,2.0,4,50,50,2,6,0,20,0,1,1,0
28385,1,0,1,2.0,3,70,0,0,6,0,70,0,2,29,1
28386,0,0,0,2.0,4,4020,300,0,0,5,3610,180,2,9,1
28387,1,0,0,2.0,4,80,0,0,6,0,80,0,1,1,0
28388,1,0,1,2.0,3,7670,210,0,0,4,7530,210,1,1,0
28389,0,0,1,3.0,3,7450,280,0,0,6,7450,280,1,1,0
28390,1,0,1,3.0,3,160,160,4,6,0,70,110,1,1,0
28391,1,0,0,2.0,3,360,370,1,6,0,70,40,1,1,0
28392,1,0,0,2.0,4,480,340,1,6,0,120,340,1,1,0
28393,1,0,0,3.0,3,1450,1160,2,6,0,920,1160,1,1,0
28394,1,0,0,2.0,4,2290,460,0,0,0,1560,150,1,1,0
28395,1,0,1,2.0,3,1400,60,0,0,0,1400,60,1,1,0
28396,1,0,1,2.0,3,520,150,0,6,0,460,90,1,1,0
28397,1,0,1,2.0,3,2750,2090,2,2,0,2720,100,1,1,0
28398,0,0,0,2.0,2,0,0,0,6,0,0,0,2,2,1
28399,1,0,1,2.0,4,10,10,0,6,0,10,10,1,1,0
28400,0,0,1,2.0,4,250,250,2,6,0,130,110,1,1,0
28401,1,0,0,2.0,3,10,20,1,6,0,10,10,1,1,0
28402,1,0,0,2.0,4,4160,220,0,3,0,4130,220,1,1,0
28403,1,0,1,3.0,3,420,40,0,6,0,410,40,1,1,0
28404,1,0,0,2.0,4,2470,130,0,6,0,2470,90,1,1,0
28405,1,0,1,3.0,3,1070,1160,3,6,0,0,0,1,1,0
